time,freq,kload,ACE,AGC
0.0,60.0,0.8978675118446096,0.0,0.0
1.0,59.97202988462555,0.8987160590574557,-0.0,0.0
2.0,59.969283729989336,0.8981910234552171,2.513857093872059,2.513857093872059
3.0,59.97670741250437,0.8976104283949621,3.6079701487277966,3.607970148727796
4.0,59.988887841440096,0.8984940227724464,3.6685147900021997,3.6685147900021997
5.0,60.00149833665938,0.8975562009896013,3.075528552824023,3.075528552824023
6.0,60.007578942991074,0.897215003990247,2.124513454011974,2.124513454011974
7.0,60.00155614164301,0.8979572326280727,1.4793869894907052,1.4793869894907052
8.0,59.98306460908885,0.8988740958710456,1.7906798059160647,1.7906798059160647
9.0,59.993020533593274,0.8969683413815039,3.362285229737174,3.3622852297371733
10.0,59.99515175231903,0.8971783892722638,3.0604501067204706,3.06045010672047
11.0,59.987065630328644,0.8981818558517153,2.9579288760107314,2.9579288760107314
12.0,59.999254289328306,0.8974461421074151,3.7158979062125113,3.7158979062125113
13.0,59.99894318871478,0.8980349868779308,3.044395029927892,3.044395029927892
14.0,60.003444853864124,0.8972719779279229,2.9909435720773323,2.990943572077332
15.0,59.99968166047771,0.897723413257185,2.6562445247761497,2.65624452477615
16.0,59.98786911007589,0.8984863789182594,2.866534470466349,2.866534470466349
17.0,59.997017424903326,0.8969785569191422,3.883365477376798,3.883365477376798
18.0,59.99220081732482,0.8980494419348081,3.4752882735844053,3.4752882735844053
19.0,59.992527199126656,0.8978391247151419,3.869181301950709,3.869181301950709
20.0,60.00698582660849,0.8967135051734045,4.054814043698417,4.054814043698417
21.0,60.00238792084716,0.8976743987095174,3.0201864841936152,3.020186484193615
22.0,60.00118120204449,0.8973681726607703,3.144688999778295,3.144688999778295
23.0,60.0005073373304,0.8973141377499884,3.2324272157819594,3.2324272157819594
24.0,59.99614280761724,0.89737367067695,3.2661911409170923,3.2661911409170923
25.0,59.998093780695775,0.8969670501202087,3.61792042843989,3.61792042843989
26.0,59.997849567359644,0.8971141036705802,3.5733300506392762,3.573330050639276
27.0,59.997547866467144,0.8971366015523217,3.620244378048883,3.620244378048883
28.0,59.99783403339464,0.8973257254579371,3.6969890423771608,3.69698904237716
29.0,60.007278748885284,0.8961259371204978,3.731645106868097,3.7316451068680965
30.0,59.998224078225405,0.8974717817341249,2.99283852217126,2.9928385221712595
31.0,60.004669525908234,0.8961855147630422,3.5163017563855474,3.5163017563855465
32.0,59.996754172081744,0.8970807953153375,3.088338425623722,3.088338425623722
33.0,59.99733595730747,0.8966765247815932,3.588362936290253,3.588362936290253
34.0,60.00403169153626,0.89593304520925,3.6727180268218875,3.6727180268218875
35.0,59.99884025501153,0.8967745172641939,3.1675608186322783,3.1675608186322783
36.0,60.00453221116854,0.8959745623584368,3.4627945400334053,3.4627945400334053
37.0,59.998517379435256,0.8969184846043059,3.0568913565012608,3.0568913565012603
38.0,60.00388685907461,0.895965490556169,3.41064929639153,3.410649296391529
39.0,60.00873529904362,0.8955102360753094,3.0425256275678056,3.0425256275678056
40.0,59.993392975639125,0.8969614728253228,2.5116044320560458,2.5116044320560458
41.0,59.994953820361246,0.8962220332571156,3.556868186640601,3.5568681866406
42.0,59.99523661046829,0.8965017881330704,3.686007663562786,3.6860076635627856
43.0,60.00337283830229,0.8955792777795055,3.75550450294447,3.75550450294447
44.0,60.01247794390501,0.8949959295992206,3.1868357009912334,3.1868357009912334
45.0,59.99938568686849,0.896716257228311,2.3016151503322058,2.3016151503322058
46.0,60.00167355636462,0.8958122637588705,3.0491369380652373,3.049136938065237
47.0,60.0015794407704,0.8959979742607342,2.9671414490462107,2.9671414490462107
48.0,60.00022387633683,0.8960174173526441,2.9121791571614173,2.9121791571614173
49.0,60.00423971777957,0.8954582450845296,2.9906496437868806,2.99064964378688
50.0,60.00336241430781,0.8956758765335376,2.662368087541711,2.6623680875417106
51.0,59.99767778376862,0.8962965592046752,2.6120022754275616,2.612002275427561
52.0,60.00374348624142,0.8954201834426754,3.0170779387237343,3.0170779387237343
