time,freq,kload,ACE,AGC
0.0,60.0,0.851168436760495,0.0,0.0
1.0,60.230055645404434,0.8527289248570259,-0.0,0.0
2.0,60.25503426551082,0.8549467142207526,-19.9468499836163,-19.946849983616296
3.0,60.23167526532744,0.8567757654995444,-27.217929501085987,-27.217929501085987
4.0,60.069739506680506,0.8582604460450873,-31.662009462200423,-31.662009462200423
5.0,60.00546336099698,0.8587327819930488,-23.397884346514108,-23.397884346514104
6.0,59.98875835329425,0.8612212531776977,-18.567216749271513,-18.567216749271513
7.0,60.004645671543216,0.8613308236928968,-17.005205794074378,-17.005205794074378
8.0,60.03453246469612,0.8636098773498598,-17.97805536630692,-17.97805536630692
9.0,60.035689318705266,0.865447193827978,-20.609006975258865,-20.609006975258865
10.0,60.034844848697276,0.8656566391484615,-21.662454970894398,-21.662454970894398
11.0,60.00875953482585,0.8692348311653336,-22.38000472237304,-22.380004722373037
12.0,59.99089344329586,0.870344111343088,-21.006490475618914,-21.00649047561891
13.0,59.987229815293105,0.8714966267860834,-19.565262192323612,-19.565262192323612
14.0,59.9916722080235,0.8721829717444295,-18.950107475111917,-18.950107475111913
15.0,59.985953097058484,0.874123795084232,-19.00870909028076,-19.00870909028076
16.0,59.982771068669905,0.8760454180297107,-18.36376808515643,-18.36376808515643
17.0,59.98524506864609,0.876581238209638,-17.725001422470076,-17.725001422470072
18.0,59.976819873544535,0.8785446929258275,-17.525444832999046,-17.525444832999046
19.0,59.964845944893625,0.8805824830146607,-16.513250569402395,-16.513250569402395
20.0,59.98397788532007,0.8803925428795224,-14.938621019351233,-14.938621019351233
21.0,59.98854136961714,0.8812974374380135,-15.649159589650797,-15.649159589650797
22.0,59.99928810694549,0.8802452249697872,-15.808955814224518,-15.808955814224518
23.0,59.99890084750749,0.8806420711089029,-16.45683769245675,-16.456837692456748
24.0,59.99006702406432,0.8808530828859485,-16.475901228293708,-16.475901228293704
25.0,59.984080482632436,0.8813535416972405,-15.71172544931288,-15.71172544931288
26.0,59.989653082842466,0.8807377540417224,-14.929310528531445,-14.929310528531445
27.0,59.98991010499755,0.8811423074907345,-15.000335330060055,-15.000335330060055
28.0,60.0000734744064,0.8807273039282603,-14.830495242735475,-14.830495242735475
29.0,60.00201867846055,0.8807969943132012,-15.439931784970698,-15.439931784970698
30.0,59.99382599063066,0.8816790181552463,-15.674882382177241,-15.674882382177241
31.0,60.00046921497284,0.8804699580143266,-15.04641302364842,-15.046413023648416
32.0,59.992719140925736,0.8814160337925157,-15.403070691113532,-15.403070691113532
33.0,59.99335031758042,0.881027309564899,-14.823287530502677,-14.823287530502677
34.0,59.996727363672846,0.880731449365277,-14.653766103531865,-14.653766103531861
35.0,60.00017391265969,0.8804018494956204,-14.79398311177925,-14.79398311177925
36.0,60.00142326712634,0.8804288774603704,-15.028612894060354,-15.02861289406035
37.0,59.999117202748046,0.8806240578036353,-15.156382297371188,-15.156382297371184
38.0,59.995587307280495,0.8809097378144982,-15.00479069593256,-15.004790695932558
39.0,59.992047785069374,0.8812779045382814,-14.676413929046337,-14.676413929046333
40.0,59.998617181850136,0.8808174147923364,-14.261589802020927,-14.261589802020925
41.0,60.000731922457135,0.880842263698451,-14.6047612804934,-14.6047612804934
42.0,59.999879645083034,0.8809083087148254,-14.79778471627267,-14.79778471627267
43.0,59.99682584120603,0.8811800773743003,-14.753168578781947,-14.753168578781944
44.0,59.9945369708466,0.8812554746402737,-14.48993581635181,-14.489935816351807
45.0,60.00237687210301,0.8802309751949838,-14.20963718670905,-14.20963718670905
46.0,59.99997373873399,0.8807748052799925,-14.724708175804807,-14.724708175804805
47.0,59.992546633282906,0.8815209293456326,-14.634359561451493,-14.634359561451493
48.0,60.002878431976676,0.8802405520621932,-13.996577517092954,-13.996577517092954
49.0,60.00042336416929,0.880927153186372,-14.638949644912907,-14.638949644912907
50.0,59.998621842251694,0.8807959594413436,-14.579951889759945,-14.579951889759945
