time,freq,kload,ACE,AGC
0.0,60.0,0.8648014658326935,0.0,0.0
1.0,60.050552599315836,0.8652538353949574,-0.0,0.0
2.0,60.06690710192744,0.8654836431440337,-4.017087334927888,-4.017087334927888
3.0,60.072154862295044,0.8646277008721772,-6.743845073936217,-6.743845073936215
4.0,60.021568780428495,0.8651054728695305,-8.782563706058319,-8.782563706058317
5.0,59.99042649193198,0.8651633415090535,-6.357851571216868,-6.357851571216866
6.0,59.98555649856551,0.8647048300861034,-3.9563752307321525,-3.9563752307321525
7.0,59.98300152842529,0.8655834406502251,-3.157636806414717,-3.157636806414716
8.0,60.016874157196376,0.865106107597193,-2.603027722945493,-2.6030277229454923
9.0,60.04132434578867,0.8642695822951859,-4.988917198667702,-4.988917198667701
10.0,60.04680473586277,0.8646712563597028,-7.60311859240651,-7.603118592406509
11.0,60.042347543734266,0.8649502415181938,-9.149420471045266,-9.149420471045264
12.0,59.99806508168439,0.8654591421598036,-9.876192027687388,-9.876192027687386
13.0,59.982086331773395,0.8647884661273043,-7.189963180510044,-7.189963180510042
14.0,59.98372845063562,0.8646017082754559,-5.483562396930185,-5.483562396930184
15.0,59.98573002048449,0.8650678257665189,-5.120130031199982,-5.120130031199982
16.0,60.01692498686773,0.8643051318517746,-4.933848683769586,-4.933848683769585
17.0,60.03576659491927,0.8638988083115586,-7.191912506452851,-7.191912506452851
18.0,60.03475493089975,0.8647246179260893,-9.333465597288017,-9.333465597288017
19.0,60.0349384978846,0.8641625960007439,-10.184923843912946,-10.184923843912946
20.0,59.990943448986386,0.8656885049813305,-10.971315066697224,-10.97131506669722
21.0,59.98160390167445,0.8644360458626987,-8.170486070745033,-8.170486070745033
22.0,59.982521980425005,0.8646434357724644,-6.853581401243971,-6.853581401243971
23.0,59.99257120420462,0.8639532791133567,-6.465546833418448,-6.465546833418448
24.0,60.008133881818935,0.8648786822557764,-6.915478942909411,-6.91547894290941
25.0,60.020994748245215,0.8642118478990425,-8.09426499544554,-8.09426499544554
26.0,60.0260798329683,0.8641419946162403,-9.43885039105445,-9.43885039105445
27.0,60.02579336475928,0.8641329421374709,-10.416878861954288,-10.416878861954288
28.0,60.0091547676156,0.8635164414259698,-11.014379140764257,-11.014379140764257
29.0,59.99450147506883,0.8640158206485904,-10.237793537893083,-10.237793537893083
30.0,59.98682546735384,0.8644504826912279,-9.112342254068253,-9.112342254068249
31.0,59.994908281465406,0.8635033039696157,-8.249916246617932,-8.24991624661793
32.0,59.99937832030695,0.864885428899586,-8.578179828179188,-8.578179828179188
33.0,60.00606009187129,0.8643390224587756,-8.88783779993904,-8.88783779993904
34.0,60.00608027428105,0.8646941523511682,-9.454111749957047,-9.454111749957047
35.0,60.01507519926502,0.8635533790840748,-9.638145179928122,-9.63814517992812
36.0,59.99829493451232,0.8648814771109266,-10.509116188236248,-10.509116188236248
37.0,59.99403490244602,0.8643460074377213,-9.545420402281641,-9.545420402281641
38.0,59.990783288307675,0.8647904489946169,-9.025101195009572,-9.025101195009572
39.0,59.99502450767563,0.8642810427040967,-8.59995449817551,-8.599954498175508
40.0,59.99533437307281,0.8647224319920264,-8.733076121317307,-8.733076121317307
41.0,60.00118391503261,0.8651801909144732,-8.7579725907088,-8.757972590708798
42.0,60.003325528860636,0.8652246911584188,-9.19053636165567,-9.190536361655669
43.0,59.9956602738156,0.8659014298436094,-9.26455374388205,-9.264553743882049
44.0,60.00270167576679,0.8646237264044554,-8.75443318132548,-8.75443318132548
45.0,59.997517774468804,0.8656306746171204,-9.186359512304339,-9.186359512304339
46.0,59.99488321310785,0.8657054152514062,-8.866348300155314,-8.866348300155313
47.0,59.99565843289163,0.8656246503295162,-8.559196534558605,-8.559196534558605
48.0,59.9989018864173,0.8654955482161126,-8.500059275464105,-8.500059275464105
49.0,59.99161164412741,0.8666018369989704,-8.680606818071793,-8.68060681807179
50.0,59.985505577479174,0.8671732025391166,-8.072065289462408,-8.072065289462405
51.0,59.99947830201548,0.8653909124589045,-7.324701027345966,-7.324701027345966
52.0,60.00266517905954,0.8658844478582804,-8.119902220653014,-8.119902220653012
53.0,60.002217638112676,0.8659429573820585,-8.4648542937556,-8.464854293755598
54.0,59.99712669073511,0.8664029740984618,-8.506875090354269,-8.506875090354269
55.0,59.98839359234894,0.8672702550840081,-8.133896609750082,-8.133896609750082
56.0,59.992428882223116,0.8670047647817857,-7.308412728137455,-7.308412728137453
57.0,59.9972482119546,0.8667626005574323,-7.3243767954733645,-7.3243767954733645
58.0,59.99736878136737,0.8669463054229654,-7.585854272480036,-7.585854272480036
59.0,59.997460950662386,0.8668772151134144,-7.564264451918894,-7.564264451918892
60.0,59.991583225457155,0.8675046421536403,-7.511511113980139,-7.511511113980138
61.0,59.98894783964102,0.8676640836011986,-6.966980819787569,-6.966980819787569
62.0,59.98978404687249,0.8676281622928209,-6.518900264682685,-6.518900264682684
63.0,60.001230221436465,0.8663328399891025,-6.324152218973651,-6.32415221897365
64.0,59.99709771278954,0.8675362783102971,-7.051389487102552,-7.051389487102551
65.0,59.99456982331661,0.8675350373797425,-6.810905806477165,-6.810905806477163
66.0,59.98861319268657,0.8682225543344615,-6.505249269299957,-6.505249269299957
67.0,59.989821445980816,0.8679450530995713,-5.873253203941794,-5.873253203941794
68.0,59.99531571020912,0.8682024663961456,-5.67844925137854,-5.678449251378539
69.0,60.00066526823852,0.8677750458998464,-5.913589282453542,-5.9135892824535405
70.0,59.99502185259667,0.8685909909106536,-6.291880886420513,-6.291880886420512
71.0,59.990615758810016,0.8688367963843563,-5.871950728974247,-5.871950728974247
72.0,60.00158490029241,0.8675049906289397,-5.3542250717841435,-5.3542250717841435
73.0,60.00329180916565,0.8677689891058981,-6.026329510498083,-6.026329510498083
74.0,59.99329932481703,0.8688969077627539,-6.274904350372193,-6.274904350372192
75.0,59.99241073630513,0.8685280820650831,-5.533379616147022,-5.5333796161470215
76.0,59.988357627572405,0.869227232354015,-5.239785192599678,-5.239785192599677
77.0,59.990568949655724,0.8689323832060463,-4.729369917354155,-4.729369917354154
78.0,59.98991177889052,0.8692565039641327,-4.625036435689979,-4.625036435689978
79.0,59.99510474957963,0.8686350487155898,-4.374227865368886,-4.374227865368886
80.0,59.99471878025911,0.8692771616247233,-4.573134053977225,-4.573134053977225
81.0,59.99341704942703,0.8693771779502335,-4.464862917091916,-4.464862917091915
82.0,59.99618163300497,0.8689600123003854,-4.23541910445059,-4.235419104450589
83.0,59.989614326176955,0.8699039033368549,-4.309171281399074,-4.309171281399074
84.0,60.0018126110084,0.8685539930768119,-3.6970538764577565,-3.6970538764577556
85.0,59.99661999559893,0.8697041047132702,-4.431860467009516,-4.431860467009515
86.0,59.998445274364066,0.8690518098234739,-4.128287984651266,-4.128287984651266
87.0,59.99618657970972,0.8692862949706002,-4.168312511698187,-4.168312511698187
88.0,59.98071047342522,0.8703890365338788,-3.973080499992982,-3.9730804999929816
89.0,59.99022395110906,0.8694446779697075,-2.507237309246674,-2.5072373092466735
