time,freq,kload,dp
-1.0,-1.0,-1.0,-0.00018478035468013086
1.0,61.19857301586022,0.8385480818470002,0.001468571143636414
2.0,61.78540631379306,0.8342017466530879,-0.002877764050275968
3.0,62.05323415222707,0.8357526666534775,-0.0013268440498863869
4.0,62.11272778710062,0.8368780545267779,-0.00020145617658600328
5.0,61.95836681206322,0.841373483849935,0.004293973146571242
6.0,61.673629767148455,0.8398669268762335,0.0027874161728697363
7.0,61.3008335981076,0.8366647684392401,-0.0004147422641237182
8.0,60.92905931226861,0.8386066852755114,0.0015271745721475401
9.0,60.69249098216255,0.837489618003882,0.00041010730051814124
10.0,60.584514233469406,0.8349965183552729,-0.002082992348090941
11.0,60.53940179025717,0.8354233585246273,-0.0016561521787364438
12.0,60.53995026645253,0.8349719193331183,-0.0021075913702455714
13.0,60.54416207994234,0.8369019933739608,-0.00017751732940311633
14.0,60.55881453546805,0.8373958974126064,0.0003163867092426007
15.0,60.61371188821123,0.8335008646088601,-0.0035786460945037776
16.0,60.60383949542229,0.8392064742590444,0.0021269635556805575
17.0,60.61910835911596,0.8371537507135406,7.424001017673107e-05
18.0,60.63553432914596,0.836751994842538,-0.0003275158608258131
19.0,60.64916452079399,0.8364230955652783,-0.0006564151380856189
20.0,60.62386340133089,0.8402574637103639,0.0031779530070001135
21.0,60.64039489324771,0.8367019446705688,-0.00037756603279502795
22.0,60.65157557685856,0.8367160647619258,-0.00036344594143796285
23.0,60.64171058200996,0.8385153111281851,0.0014358004248213254
24.0,60.64772708789529,0.8370780962016735,-1.4145016903814443e-06
25.0,60.637965133958346,0.8386438446359129,0.0015643339325490915
26.0,60.64429954232739,0.8372534929457062,0.000173982242342347
27.0,60.64880972155126,0.8372120218419083,0.00013251113854450194
28.0,60.63152570873895,0.8394806405864784,0.0024011298831146358
29.0,60.643613477832126,0.8369561800807193,-0.00012333062264456213
30.0,60.66588395827547,0.8352776980122755,-0.0018018126910884099
31.0,60.68294540814548,0.8345610146153591,-0.002518496088004656
32.0,60.66628890883473,0.8371927764330926,0.00011326572972876207
33.0,60.67107934489603,0.835147073471553,-0.00193243723181081
34.0,60.64320418322935,0.8385766218006391,0.001497111097275284
35.0,60.63506222770536,0.8376358834810619,0.0005563727776980202
36.0,60.64292680432596,0.8364579984012721,-0.0006215123020917433
37.0,60.65486872980238,0.8357717007299106,-0.0013078099734532326
38.0,60.65162666302289,0.8369336147373072,-0.00014589596605661236
39.0,60.637805075194436,0.8382633857719084,0.0011838750685445629
40.0,60.62620921192862,0.8387947186518917,0.0017152079485278846
41.0,60.65698256109349,0.8346911538917261,-0.0023883568116377005
42.0,60.62246790272097,0.8408825921683025,0.0038030814649386365
43.0,60.64636162999961,0.8357891426038419,-0.0012903680995219875
44.0,60.67116886945343,0.8347151173384165,-0.002364393364947279
45.0,60.636307105570744,0.8401839208575003,0.003104410154136442
46.0,60.62088417765602,0.8395121537733097,0.0024326430699458043
47.0,60.619953245753976,0.838952185064312,0.0018726743609481934
48.0,60.64998717948508,0.8357284096853257,-0.0013511010180381686
49.0,60.63786371706558,0.8392181512966682,0.0021386405933043993
50.0,60.649971073555086,0.8368600266672405,-0.00021948403612337481
51.0,60.67872930410097,0.8342930392450926,-0.0027864714582713037
52.0,60.67986741726002,0.8357365097643815,-0.0013430009389822704
53.0,60.686070676814325,0.8345553609225123,-0.002524149780851622
54.0,60.64900004816239,0.8388837885243396,0.0018042778209757812
55.0,60.621816870635485,0.8394267386395651,0.0023472279362012796
56.0,60.64742442729779,0.8350009284192302,-0.0020785822841336223
57.0,60.649488675867865,0.8367666550946009,-0.00031285560876295667
58.0,60.64070191455009,0.8378687032929575,0.000789192589593601
59.0,60.662820572866636,0.8347469618107833,-0.0023325488925805458
60.0,60.664173261721565,0.8360484376571544,0.0018741257305489518
61.0,60.695957434863615,0.8321650792443641,-0.002009232682241386
62.0,60.71735136705964,0.8313927737071689,-0.002781538219436619
63.0,60.7137505532142,0.8324817718846407,-0.0016925400419648844
64.0,60.69731018507747,0.8334301465733336,-0.0007441653532718826
65.0,60.69255945092162,0.8324552968587198,-0.0017190150678856896
66.0,60.652844374562996,0.8365863093287871,0.002411997402181545
67.0,60.65151812791804,0.8341780900885879,3.7781619823805237e-06
68.0,60.67877394579306,0.8313188553566846,-0.002855456569920905
69.0,60.66475022702034,0.834860892748238,0.0006865808216325494
70.0,60.686349776616275,0.8313057720483277,-0.002868539878277866
71.0,60.64789919115848,0.8372358569145547,0.003061544987949149
72.0,60.67277462974659,0.8317702091447632,-0.0024041027818422944
73.0,60.67614874592946,0.8332832899742523,-0.0008910219523532185
74.0,60.666014748081444,0.8345573663412715,0.00038305441466605927
75.0,60.67667819495784,0.8326175456505287,-0.0015567662760768684
76.0,60.68643638976531,0.8322036369517832,-0.001970674974822334
77.0,60.66936303484238,0.8346798114538878,0.0005054995272822576
78.0,60.68978700138386,0.8310520744169957,-0.003122237509609877
79.0,60.656694788045414,0.8362548189849446,0.0020805070583390173
80.0,60.67732684735587,0.8315891484997707,-0.002585163426834846
81.0,60.68995199163131,0.8316635462984198,-0.002510765628185758
82.0,60.67639759158674,0.8338846876650599,-0.0002896242615457039
83.0,60.70267903912467,0.8297509735360069,-0.004423338390598614
84.0,60.678948244431446,0.8341385344169541,-3.5777509651502234e-05
85.0,60.6755314391592,0.8327150430911712,-0.001459268835434345
86.0,60.65631762849244,0.8348407229184728,0.0006664109918672519
87.0,60.65450591667752,0.8339573873032554,-0.00021692462335011687
88.0,60.63912872592411,0.8359726221954834,0.0017983102688778705
89.0,60.66413640335788,0.8323743335622548,-0.0017999783643507779
90.0,60.651731863474744,0.8357661578397083,0.0015918459131027528
91.0,60.65875791848012,0.8341696320765778,-4.679850027746852e-06
92.0,60.673091120788925,0.8331379613286591,-0.0010363505979463753
93.0,60.668431568239015,0.8346020159973037,0.00042770407069812655
94.0,60.68173583500936,0.8326218590244161,-0.0015524529021893757
95.0,60.68528011858569,0.8329898035219601,-0.0011845084046455013
96.0,60.68429305595904,0.833095376059571,-0.0010789358670345033
97.0,60.669771052141975,0.8345299070194296,0.0003555950928240912
98.0,60.66606977750734,0.8339397546280914,-0.0002345572985141047
99.0,60.69921411734076,0.8299104517227562,-0.004263860203849289
100.0,60.65595906641518,0.8370451864890318,0.0028708745624263237
101.0,60.62519206950749,0.8376281311582712,0.0034538192316656722
102.0,60.65300064238961,0.8328921909087645,-0.0012821210178409399
103.0,60.64759165023314,0.8358425735746833,0.0016682616480777708
104.0,60.65011174218614,0.8352860097220993,0.0011116977954937848
105.0,60.669999117163,0.8333187151257377,-0.0008555968008678081
106.0,60.67751176528021,0.8337624330660776,-0.0004118788605279858
107.0,60.65810638261139,0.8363125599021574,0.002138247975551896
108.0,60.69215369237699,0.830956301144859,-0.0032180107817465164
109.0,60.669285268558525,0.8358064086503254,0.0016320967237199425
110.0,60.64645484023762,0.8366679659324388,0.0024936540058332736
111.0,60.667419997871605,0.832894195218522,-0.001280116708083514
112.0,60.64481746509441,0.8371175969636271,0.0029432850370215468
113.0,60.64399331409294,0.8357610172184042,0.001586705291798746
114.0,60.64103730674423,0.8363660565987963,0.002191744672190775
115.0,60.66171291290126,0.8339856621242193,-0.0001886498023861754
116.0,60.69025410711611,0.8321037220934608,-0.0020705898331446625
117.0,60.69257004438715,0.8334214231014496,-0.0007528888251558555
118.0,60.72188204994717,0.8296536317507208,-0.004520680175884655
119.0,60.70935668857743,0.8325134571106955,-0.0016608548159100815
120.0,60.70699780270238,0.8312969979544507,0.001327578994206093
121.0,60.72843436185964,0.8282635663460451,-0.0017058526141994124
122.0,60.71555174483492,0.8307281968885283,0.0007587779282836871
123.0,60.67564638049491,0.8340200924538632,0.004050673493618651
124.0,60.69661663978934,0.8288925308382791,-0.0010768881219654913
125.0,60.69516380579965,0.8306317501963241,0.0006623312360794823
126.0,60.725066036015946,0.8268817278147581,-0.0030876911454864623
127.0,60.69748020306463,0.8318464967593807,0.0018770777991361492
128.0,60.67922792047461,0.8318376502799146,0.0018682313196700289
129.0,60.69756324733734,0.8286584719564145,-0.0013109470038301073
130.0,60.714320259249135,0.8280399398960488,-0.0019294790641956677
131.0,60.71296231280327,0.8290889939231878,-0.0008804250370567792
132.0,60.723572096247636,0.8274676121798983,-0.0025018067803463115
133.0,60.69676430921446,0.8310569832772174,0.0010875643169728942
134.0,60.67165917117588,0.8320713119461628,0.0021018929859181836
135.0,60.67602956215965,0.8302053480246808,0.00023592906443626092
136.0,60.714766305875315,0.8263517203391766,-0.003617698621067939
137.0,60.678456971741305,0.8331575500505293,0.0031881310902847
138.0,60.675840627529794,0.8309279374147115,0.0009585184544669142
139.0,60.681607807797356,0.8304323164318588,0.0004628974716142526
140.0,60.71795642266707,0.826746148238313,-0.003223270721931549
141.0,60.7118167411482,0.8297428742885531,-0.00022654467169150484
142.0,60.702308033776966,0.8300562507694721,8.683180922753704e-05
143.0,60.6948503464441,0.8301786212953218,0.00020920233507724578
144.0,60.68270851886805,0.8311245561234089,0.0011551371631643213
145.0,60.701228222074086,0.828282237436029,-0.0016871815242155124
146.0,60.7063347157207,0.8289986494695875,-0.0009707694906570927
147.0,60.712499170817466,0.8284495321766334,-0.001519886783611139
148.0,60.70541795667432,0.8295095836734364,-0.00045983528680813997
149.0,60.727329695382025,0.8263189537632424,-0.0036504651970021423
150.0,60.690653501519876,0.8318823304585015,0.0019129114982569405
151.0,60.676914239789774,0.8309103029492076,0.0009408839889630541
152.0,60.6673613059825,0.8314802379265892,0.0015108189663446774
153.0,60.68103911173392,0.8296446760410345,-0.00032474291921008103
154.0,60.68378046839897,0.8305362139411674,0.0005667949809227793
155.0,60.69949149176622,0.8289699630448423,-0.000999455915402312
156.0,60.6730009331241,0.8331111183771341,0.003141699416889562
157.0,60.70645453940497,0.8274613583915529,-0.00250806056869166
158.0,60.728175623726884,0.827230800436601,-0.002738618523643547
159.0,60.71566857483986,0.8296990904412849,-0.0002703285189597368
160.0,60.6999862464227,0.8302982949174642,0.00032887595721962747
161.0,60.653276635176915,0.8346620253166299,0.0046926063563853945
162.0,60.652013572528375,0.8320630349509145,0.00209361599066996
163.0,60.66595999723331,0.83104636726595,0.0010769483057054793
164.0,60.70145791538879,0.828205731217827,-0.0017636877424175728
165.0,60.72301260227141,0.8280099463142282,-0.0019594726460163687
166.0,60.73155275015276,0.8279905062489995,-0.0019789127112450444
167.0,60.701670046639585,0.831518088714908,0.0015486697546634332
168.0,60.67960273271073,0.831830092405393,0.0018606734451483665
169.0,60.6696680613832,0.8317227550802758,0.0017533361200312528
170.0,60.69819851418686,0.8280690940222049,-0.001900324938039709
171.0,60.72387955568778,0.8270950932060221,-0.002874325754222379
172.0,60.709719620524965,0.8301247087504788,0.00015528979023426062
173.0,60.69207350894396,0.8308986575000868,0.0009292385398422358
174.0,60.68665410525297,0.8303752917804366,0.0004058728201919448
175.0,60.67537395245335,0.8315089913645443,0.0015395724042996418
176.0,60.670022418889204,0.8316085012242928,0.0016390822640481681
177.0,60.66232430863052,0.8324710939119009,0.0025016749516563064
178.0,60.66889130674905,0.8315324931470258,0.0015630741867812402
179.0,60.71620481685676,0.8267285208353455,-0.003240898124899008
180.0,60.75594417108404,0.8250823012246856,-0.001370298163693658
181.0,60.7639371830484,0.8259961412148878,-0.00045645817349134187
182.0,60.724949490736805,0.8301309666113367,0.0036783672229574
183.0,60.74152107059538,0.8250527105735737,-0.0013998888148055828
184.0,60.74265465968642,0.825821279166018,-0.0006313202223612157
185.0,60.73801524134789,0.8259950229573008,-0.00045757643107846975
186.0,60.71674367329425,0.8278569098528372,0.0014043104644579558
187.0,60.721338627324215,0.8258094061295974,-0.0006431932587818604
188.0,60.71431271214189,0.8270068039294589,0.0005542045410796697
189.0,60.73876706313995,0.8236716106174402,-0.002780988770938971
190.0,60.72664499858655,0.826634206010969,0.0001816066225898509
191.0,60.69933482073726,0.8287946558204035,0.002342056432024271
192.0,60.6954705502846,0.8275863873229631,0.001133787934583865
193.0,60.71012411932105,0.8259893346313093,-0.00046326475706988884
194.0,60.70143923135969,0.8281700991972628,0.0017174998088835911
195.0,60.69743213518849,0.8281373714009185,0.0016847720125392417
196.0,60.70442562437198,0.8272637959973452,0.0008111966089660068
197.0,60.70491586672084,0.8278238391823293,0.001371239793950021
198.0,60.69944309875663,0.828551665696207,0.0020990663078276923
