time,freq,kload,ACE,AGC,dp
-1.0,-1.0,-1.0,-1.0,-1.0,-9.239017734006543e-06
1.0,60.2960969292912,0.8371529392605457,-0.0,0.0,7.34285571818207e-05
2.0,60.303815391689206,0.8369356225008501,-28.232975831718303,0.0,-0.0001438882025137984
3.0,60.295175490896426,0.8370131685008695,-34.241027336958446,0.0,-6.634220249431935e-05
4.0,60.053704562502205,0.8370694378945346,-40.518804279439586,-40.51880427943959,-1.0072808829300165e-05
5.0,59.873423234499555,0.8372942093606924,-27.52482470847572,-40.51880427943959,0.0002146986573285621
6.0,59.81057976912165,0.8372188815120073,-12.026932338392907,-40.51880427943959,0.00013937080864348682
7.0,59.81581604326194,0.8370587735901577,-2.7384952876379707,-40.51880427943959,-2.073711320618591e-05
8.0,60.00298029392455,0.8371558694319712,1.4469892040977732,1.4469892040977732,7.6358728607377e-05
9.0,60.057080619613416,0.8371000160683898,-10.037529136888288,1.4469892040977732,2.050536502590706e-05
10.0,60.05176270151091,0.8369753610859593,-15.863831268939707,1.4469892040977732,-0.00010414961740454705
11.0,60.02156692622287,0.836996703094427,-17.020820399858387,1.4469892040977732,-8.280760893682219e-05
12.0,59.91479079047042,0.8369741311348515,-15.66711952209058,-15.66711952209058,-0.00010537956851227858
13.0,59.87799691604934,0.8370706348368937,-7.078078084056276,-15.66711952209058,-8.875866470155817e-06
14.0,59.883534919073455,0.837095330038826,-1.319988584554481,-15.66711952209058,1.5819335462130034e-05
15.0,59.89998449314462,0.8369005783986386,1.1759340841199297,-15.66711952209058,-0.0001789323047251889
16.0,59.98480065054414,0.8371858588811478,2.3766328302099904,2.3766328302099904,0.00010634817778402788
17.0,60.005373538921,0.8370832227038727,-2.535206625723357,2.3766328302099904,3.712000508836554e-06
18.0,59.99364448258056,0.8370631349103226,-4.505591168392704,2.3766328302099904,-1.6375793041290655e-05
19.0,59.977796148250334,0.8370466899464596,-3.758614060500111,2.3766328302099904,-3.2820756904280945e-05
20.0,59.94670502241408,0.8372384083537139,-2.202167305006158,-2.202167305006158,0.00015889765035000567
21.0,59.939041352637716,0.8370606324017241,0.9903598915692681,-2.202167305006158,-1.8878301639751396e-05
22.0,59.94136617697084,0.8370613384062919,3.0431647481936825,-2.202167305006158,-1.8172297071898143e-05
23.0,59.944459529860104,0.8371513007246049,4.261273252837877,-2.202167305006158,7.179002124106627e-05
24.0,59.97901651194862,0.8370794399782793,5.304869138841666,5.304869138841665,-7.072508451907223e-08
25.0,59.986039610225795,0.8371577273999913,3.6614482116924174,5.304869138841665,7.821669662745457e-05
26.0,59.980849240747126,0.8370882098154809,3.300135729380116,5.304869138841665,8.69911211711735e-06
27.0,59.97416183546492,0.837086136260291,4.013359839192167,5.304869138841665,6.625556927225097e-06
28.0,59.967778072567576,0.8371995671975195,5.039848042628832,5.039848042628832,0.00012005649415573179
29.0,59.966196440325525,0.8370733441722316,6.1969975748337545,5.039848042628832,-6.166531132228108e-06
30.0,59.96648862962886,0.8369894200688094,7.094689041880486,5.039848042628832,-9.00906345544205e-05
31.0,59.96679599788169,0.8369535858989636,7.83878420779946,5.039848042628832,-0.0001259248044002328
32.0,59.98054313525481,0.8370851739898503,8.564409316321976,8.564409316321978,5.663286486438104e-06
33.0,59.98384300045089,0.8369828888417733,8.16715774903133,8.564409316321978,-9.662186159054051e-05
34.0,59.97985023718907,0.8371543662582276,8.228953084025163,8.564409316321978,7.48555548637642e-05
35.0,59.976690253185275,0.8371073293422487,8.90864585415294,8.564409316321978,2.781863888490101e-05
36.0,59.97986051306793,0.8370484350882592,9.653345915662175,9.653345915662175,-3.107561510458716e-05
37.0,59.980212083892205,0.8370141202046911,9.934121592888193,9.653345915662175,-6.539049867266163e-05
38.0,59.978509367206904,0.837072215905061,10.332631733238848,9.653345915662175,-7.294798302830619e-06
